BG Word;RU Word;BG Count;RU Count
натъртя;набить;441;598000
натъртя;ушибить;441;16700
натюрморт;натюрморт;18200;3740000
натягане;вытяжение;2310;121000
натягане;вытяжка;2310;3610000
натяквам;попрекать;1870;71000
натяквам;упрекать;1870;430000
наука;наука;2210000;10800000
науча;выведать;138000;196000
науча;выучить;138000;1500000
науча;дознаться;138000;36900
науча;заучить;138000;67300
науча;надоумить;138000;963
науча;научить;138000;2490000
науча;подковать;138000;38300
науча;проведать;138000;301000
науча;прослышать;138000;502
науча;проучить;138000;204000
науча;разнюхать;138000;22300
науча;разучить;138000;53500
науча;узнать;138000;3650000
науча;усвоить;138000;1010000
науча;услышать;138000;2320000
научавам;выведывать;29200;27500
научавам;выучивать;29200;18400
научавам;дознаваться;29200;751
научавам;заучивать;29200;106000
научавам;натаскивать;29200;34800
научавам;обучать;29200;1940000
научавам;подковывать;29200;933
научавам;прививать;29200;303000
научавам;проведывать;29200;17700
научавам;разнюхивать;29200;717
научавам;разузнавать;29200;19200
научавам;разучивать;29200;60400
научавам;узнавать;29200;2040000
научавам;усваивать;29200;307000
научаване;усвоение;16700;1990000
научен;искушенный;377000;471000
научен;научный;377000;2770000
научен;ученый;377000;2810000
научноизследователски;научно-исследовательский;47100;2180000
научноизследователски институт;научно-исследовательский институт;68200;2120000
научнопопулярен;научно-популярный;1580;883000
научност;научность;695;342000
научнотехнически;научно-технический;192;1790000
наушници;наушники;1670;3100000
нафталин;нафталин;565;197000
нафтол;нафтол;258;16300
нахален;беззастенчивый;17600;19400
нахален;беспардонный;17600;18100
нахален;бесстыдный;17600;40900
нахален;наглый;17600;862000
нахален;назойливый;17600;207000
нахален;нахальный;17600;141000
нахален;обнаглеть;17600;13100
нахален;озорной;17600;263000
нахален;хамский;17600;88500
нахалник;наглец;3170;230000
нахалник;нахал;3170;262000
нахалник;озорник;3170;117000
нахалник;хам;3170;731000
нахалница;нахалка;415;47000
нахално;нагло;26600;1280000
нахално;назойливо;26600;198000
нахално;нахально;26600;234000
нахалство;беззастенчивость;19000;14900
нахалство;назойливость;19000;145000
нахалство;нахальство;19000;195000
нахалствувам;нахальничать;53;2330
нахапвам;надкусывать;138;568
нахапвам;обкусывать;138;842
нахапя;надкусить;250;15400
нахвалвам;нахваливать;59;48400
нахваля;нахвалить;285;1240
нахвърлено;навалом;80;753000
нахвърля;вбросить;14500;26100
нахвърля;набросать;14500;176000
нахвърля;навалить;14500;27000
нахвърля;накидать;14500;71400
нахвърля;накинуть;14500;151000
нахвърля;наметить;14500;662000
нахвърлям;вбрасывать;859;19400
нахвърлям;набрасывать;859;46200
нахвърлям;наваливать;859;16200
нахвърлям;накидывать;859;22300
нахвърлям;намечать;859;51300
нахвърлям;покидать;859;1740000
нахлувам;вламываться;1010;23400
нахлувам;вторгаться;1010;218000
нахлувам;ломить;1010;38100
нахлувам;набегать;1010;15400
нахлувам;приливать;1010;12400
нахлуване;вторжение;23600;2660000
нахлуване;нашествие;23600;2790000
нахлуване;прилив;23600;1480000
нахлузвам;натягивать;522;233000
нахлузя;напялить;500;63500
нахлузя;нахлобучить;500;12800
нахлупвам;надвигать;247;515
нахлупвам;нахлобучивать;247;2770
нахлупя;надвинуть;239;16800
нахлупя;нахлобучить;239;12800
нахлуя;вломиться;494;48100
нахлуя;ворваться;494;233000
нахлуя;вторгнуться;494;154000
нахлуя;нагрянуть;494;68400
нахлуя;нахлынуть;494;11100
нахлуя;прилить;494;785
нахлуя;прихлынуть;494;446
нахлуя;хлынуть;494;34000
находище;залегание;41400;72800
находище;залежь;41400;823000
находище;месторождение;41400;2140000
находище;россыпь;41400;724000
находка;находка;57600;2150000
находчив;бойкий;946;193000
находчив;изворотливый;946;48100
находчив;ловкий;946;705000
находчив;находчивый;946;185000
находчив;оборотистый;946;19800
находчив;оборотливый;946;1100
находчиво;находчиво;554;33400
находчивост;ловкость;18000;1410000
находчивост;находчивость;18000;415000
находчивост;оборотливость;18000;673
нахокам;выбранить;327;779
нахокам;выругать;327;12400
нахокам;заругать;327;829
нахокам;изругать;327;2170
нахокам;накричать;327;41500
нахокам;отделать;327;101000
нахокам;поругать;327;304000
нахокам;разбранить;327;880
нахокам;разругать;327;588
нахокам;распечь;327;715
нахокване;головомойка;80;101000
нахранвам;насыщать;436;77500
нахранен;сытый;2490;539000
нахраня;накормить;10300;921000
нахраня;напитать;10300;43100
нахраня;насытить;10300;211000
нахраня;покормить;10300;357000
нахълтам;вторгнуться;205;154000
нахълтам;нагрянуть;205;68400
нахълтам;нахлынуть;205;11100
нахълтам;прихлынуть;205;446
нахълтам;хлынуть;205;34000
нахълтвам;вторгаться;536;218000
нахълтване;вторжение;328;2660000
нацапам;нагадить;326;111000
нацапам;намазать;326;205000
нацапам;намарать;326;1890
нацапам;напакостить;326;58800
нацапам;напачкать;326;2440
нацапам;наследить;326;55200
нацапам;натоптать;326;662
нацедя;надавить;67;346000
нацедя;нацедить;67;10600
нацелен;прицельный;284;272000
нацепвам;накалывать;286;15800
нацепен;колотый;711;110000
нацепя;наколоть;1020;87700
нацепя;нащепать;1020;836
нацизъм;нацизм;664;1260000
национален;национальный;2130000;2670000
национализация;национализация;13100;700000
национализирам;национализировать;65;90400
национализъм;национализм;81500;2030000
националист;националист;21300;674000
националистически;националистический;30200;383000
националност;национальность;171000;2570000
националност;племя;171000;3140000
нацист;нацист;504;227000
нация;нация;421000;2260000
нацупен;бука;925;2550000
нацупен;надутый;925;142000
нацупен;нахмуренный;925;23100
нацупено;бука;891;2550000
нацупено;нахмуренно;891;526
нацупеност;нахмуренность;63;938
начален;исходный;129000;2300000
начален;начальный;129000;2390000
началник;начальник;716000;3110000
началник;начальство;716000;3060000
начало;зачин;3200000;120000
начало;начало;3200000;12600000
начало;почин;3200000;418000
началство;начальство;919;3060000
начевам;начинать;369;3370000
начена;начать;1510;3380000
наченки;начатки;15800;127000
начервя;накрасить;84;49400
начервя;намазать;84;205000
начервя;намалевать;84;12600
начервя;разрумянить;84;489
начеркать;начеркать;3770;3750
начерня;начернить;72;710
начертавам;вычерчивать;337;23900
начертавам;начерчивать;337;219
начертавам;перечерчивать;337;1880
начертавам;прочерчивать;337;1730
начертаване;начертание;678;436000
начертал;перечертить;509;502
начертан;вычерченный;550;9450
начертание;написание;722;2600000
начертая;вычертить;1470;24600
начертая;исполосовать;1470;2810
начертая;налиновать;1470;542
начертая;начертать;1470;54900
начертая;начертить;1470;101000
начертая;прочертить;1470;24700
начесвам;начесывать;124;2050
начесване;начес;691;26500
начет;начет;808;64000
начета;начесть;304;919
начетен;начитанный;845;115000
начетеност;начитанность;1810;98900
начеша;начесать;1170;579
начин;лад;2210000;2420000
начин;манер;2210000;2380000
начин;манера;2210000;3190000
начин;образ;2210000;8370000
начин;поступь;2210000;709000
начин;пошиб;2210000;841
начин;прием;2210000;2810000
начин;путь;2210000;7970000
начин;склад;2210000;2870000
начин;способ;2210000;5790000
начин;ухватка;2210000;786
начин на живот;образ жизни;1850000;3240000
начинаещ;начинающей;156000;209000
начинание;начинание;117000;1490000
начитам;начитывать;75;12200
начукам;выстукать;5190;770
начукам;издробить;5190;193
начукам;набить;5190;598000
начукам;наколотить;5190;925
начукам;натолочь;5190;556
начукам;нащелкать;5190;12300
начукам;размельчить;5190;15700
начукан;дробленый;170;94600
начуквам;выстукивать;437;26000
начуквам;наколачивать;437;1590
начуквам;размельчать;437;679
начукване;набивка;205;346000
начумерен;нахмуренный;1090;23100
начумерен;постный;1090;195000
начумерен;угрюмый;1090;558000
начумерен;хмурый;1090;548000
начумерено;исподлобья;868;270000
начумерено;угрюмо;868;506000
начумереност;угрюмость;82;71600
начупвам;изламывать;288;942
начупвам;надламывать;288;1710
начупване;надлом;390;121000
начупване;насадка;390;2850000
начупен;изломанный;1150;26700
начупен;ломаный;1150;369000
начупен;надломленный;1150;20500
начупя;изломать;572;10900
начупя;набить;572;598000
начупя;надломить;572;28500
начупя;наломать;572;102000
нашарвам;испещрять;124;1530
нашарвам;раскрашивать;124;97400
нашарвам;расцвечивать;124;900
нашарване;раскраска;54;1410000
нашарване;раскрашивание;54;154000
нашарен;испещренный;755;44600
нашарен;раскрашенный;755;104000
нашарен;расписной;755;105000
нашаря;испестрить;327;1490
нашаря;испещрить;327;1170
нашаря;намалевать;327;12600
нашаря;раскрасить;327;194000
нашаря;расцветить;327;25200
нашепвам;нашептывать;383;59100
нашепвам;пришептывать;383;445
нашепна;нашептать;338;14900
нашествие;вторжение;144000;2660000
нашествие;нашествие;144000;2790000
нашибам;выпороть;186;88400
нашибам;исхлестать;186;1620
нашибам;нахлестать;186;1160
нашибам;отстегать;186;9890
нашибам;отхлестать;186;27600
нашибвам;нахлестывать;76;602
нашивам;нашивать;174;12500
нашийник;ошейник;837;594000
нашир;вширь;881;293000
нашироко;вширь;30800;293000
нашироко;размашисто;30800;145000
нашия;нашить;2000000;29700
нашляпам;нашлепать;979;923
нашляпам;отшлепать;979;40400
нашуми;нашуметь;122;11800
нашумя;прошуметь;16200;655
нашумял;нашумевший;560;861000
нащипя;нащипать;141;2220
нащрек;настороже;38800;238000
нащрек;начеку;38800;401000
нащърбен;щербатый;510;66400
нащърбя;выщербить;92;986
нащърбя;зазубрить;92;16600
нащърбя;иззубрить;92;325
нащърбявам;зазубривать;81;25000
нащърбявам;зубрить;81;94800
наяве;въявь;71900;18600
наяве;наружу;71900;2510000
наяве;наяву;71900;1210000
наяждам;надкусывать;403;568
наям;надкусить;1880;15400
не;не;3180000;27600000
не;нет;3180000;13100000
не ви разбирам;я вас не понимаю;869000;3240000
не е възможно;невозможно;2340000;3280000
не е възможно;нельзя;2340000;3640000
не знам защо;зачем-то;2530000;1270000
не може;невозможно;2830000;3280000
не може;нельзя;2830000;3640000
не му върви;ему не везет;860000;2380000
не повече от два дни;не более двух дней;2480000;3530000
не повече от два часа;не более двух часов;2510000;2790000
не по-малко;не менее;2200000;5240000
не скъпо;недорого;693000;2940000
не сте ли ги срещнали;вы их не встретили;65200;2610000
неактуален;неактуальный;3700;19300
неакуратен;неаккуратный;87;26800
неакуратен;неисправный;87;400000
неапетитен;неаппетитный;99;861
Неапол;Неаполь;76000;1340000
небе;небо;290000;3230000
небезупречен;небезупречный;177;854
небезуспешен;небезуспешный;55;709
небелен;небеленый;172;2090
небен;небный;60;16500
небеса;небеса;36400;2570000
небесен;небесный;54400;2320000
небесен;неземной;54400;615000
небесносин;небесно-голубой;920;70500
небесно-син;лазоревый;2270;143000
небивал;небывалый;19100;796000
небивал;невиданный;19100;411000
небивал;неслыханный;19100;138000
небивалица;небылица;851;73800
небитие;небытие;764;1480000
неблаговиден;неблаговидный;67;21000
неблагодарен;неблагодарный;773;254000
неблагодарност;неблагодарность;666;264000
неблагозвучен;какофонический;138;904
неблагозвучен;неблагозвучный;138;679
неблагозвучие;неблагозвучие;74;2330
неблагополучен;неблагополучный;143;52400
неблагополучен;неладный;143;2780
неблагополучно;неблагополучно;191;55800
неблагоприятен;неблагоприятный;24500;1080000
неблагоприятен;невыгодный;24500;273000
неблагоприятен;невысокий;24500;1570000
неблагоприятен;нелестный;24500;18300
неблагоприятен;проигрышный;24500;23300
неблагоразумен;неблагоразумный;564;770
неблагоразумие;безрассудство;763;311000
неблагоразумие;неблагоразумие;763;13700
неблагороден;неблагородный;210;14000
неблагосклонен;неблагожелательный;122;449
небоеспособен;небоеспособный;188;1010
небосвод;небосвод;2470;497000
небосклон;небосклон;13100;478000
небостъргач;небоскреб;36500;1470000
небрежен;безалаберный;997;25800
небрежен;неаккуратный;997;26800
небрежен;небрежный;997;85900
небрежен;неряшливый;997;47900
небрежен;разболтаться;997;642
небрежен;халатный;997;811
небрежно;безалаберно;50700;24700
небрежно;как-нибудь;50700;2540000
небрежно;небрежно;50700;1140000
небрежно;халат;50700;1840000
небрежност;безалаберность;55100;134000
небрежност;небрежность;55100;766000
небрежност;неряшливость;55100;85700
небрежност;халатность;55100;1130000
небръснат;небритый;2150;280000
небце;небо;503;3230000
Нева;Нева;15300;2280000
неважен;неактуальный;343;19300
неважно;неважно;745;3100000
невалиден;недействительный;29800;74800
невежа;невежда;11300;472000
невежествен;безграмотный;290;200000
невежествен;невежественный;290;207000
невежествен;непросвещенный;290;84200
невежествено;безграмотно;172;112000
невежество;невежество;41000;1510000
невежество;темнота;41000;2680000
невежлив;невежа;116;85200
невежлив;невежливый;116;22000
невежлив;некорректный;116;649000
невежливо;невежливо;81;207000
невежливост;невежливость;63;28300
невен;ноготки;26600;170000
неверен;неверный;13200;2200000
неверие;неверие;11200;771000
неверник;басурман;574;56700
неверник;гяур;574;50700
неверно;неверно;1640;2340000
неверност;неверность;207;436000
невероятен;невероятный;271000;1940000
невероятен;немыслимый;271000;330000
невероятно;вытворить;470000;17900
невероятно;невероятно;470000;2950000
невесел;невеселый;318;128000
невеществен;нематериальный;319;428000
невземане;непринятие;523;1130000
невзискателен;невзыскательный;352;9930
невзискателен;неприхотливый;352;93700
невзискателен;нетребовательный;352;24700
невзискателност;невзыскательность;211;1330
невзискателност;неприхотливость;211;101000
невзискателност;нетребовательность;211;34800
невзрачен;замухрышка;669;32700
невзрачен;плюгавый;669;30500
невиделица;невидаль;421;97800
невидим;невидимка;65700;1390000
невидим;невидимый;65700;2130000
невидим;невидный;65700;12000
невидим;незримый;65700;338000
невиждан;небывалый;25400;796000
невиждан;невиданный;25400;411000
невиждащ;невидящий;1160;25000
невиждащ;незрячий;1160;105000
невинен;безвинный;116000;13500
невинен;безгрешный;116000;108000
невинен;невинный;116000;936000
невинен;невиновный;116000;181000
невинен;неповинный;116000;10900
невинност;невинность;47900;894000
невинност;невиновность;47900;950000
невиновен;безвинный;608;13500
невиновен;невинный;608;936000
невиновен;невиновный;608;181000
невиновен;неповинный;608;10900
невиновност;невинность;1110;894000
невиновност;невиновность;1110;950000
невисок;невысокий;879;1570000
невкусен;безвкусный;114;49800
невкусен;невкусный;114;67000
невкусно;безвкусно;89;107000
невкусно;невкусно;89;109000
невменяем;невменяемый;2820;391000
невменяемост;невменяемость;2180;204000
невнасяне;невзнос;575;1430
невнасяне;невнесение;575;209000
невнимание;невнимание;34100;436000
невнимателен;невнимательный;2000;60100
невнимателен;неосмотрительный;2000;925
невнимателен;нечуткий;2000;614
невнимателност;невнимательность;319;506000
невнимателност;неосмотрительность;319;57900
невнимателност;нечуткость;319;899
невоздержанность;невоздержность;24800;919
неволен;невольный;929;430000
неволен;непроизвольный;929;141000
неволник;невольник;126;237000
неволно;невольно;81500;2410000
неволно;поневоле;81500;1310000
неволя;неволя;32500;380000
невралгичен;невралгический;1070;961
невралгически;невралгический;134;961
невралгия;невралгия;547;229000
неврастеник;неврастеник;337;68200
неврастеничен;неврастеничный;125;1180
неврастения;неврастения;1810;180000
невредим;невредимый;21900;361000
невроза;невроз;39300;984000
невролог;невропатолог;20600;1100000
неврон;нейрон;1160;1000000
невропатолог;невропатолог;264;1100000
невропатология;невропатология;110;105000
неврохирург;нейрохирург;503;869000
невчесан;нечесаный;108;16200
невъзвратен;невозвратный;96;18000
невъзвратим;невозвратимый;464;1620
невъздържан;невоздержанный;757;12100
невъздържано;запоем;1070;188000
невъздържаност;невоздержанность;1380;45600
невъзможен;невозможный;49100;137000
невъзможен;немыслимый;49100;330000
невъзможно;невозможно;579000;3280000
невъзможност;невозможность;206000;2440000
невъзмутим;невозмутимый;638;338000
невъзмутимо;невозмутимо;12900;502000
невъзмутимост;невозмутимость;701;219000
невъзпитан;невоспитанный;587;96900
невъзпитаност;невежество;196;1510000
невъзпитаност;невоспитанность;196;43600
невъзприемчив;иммунный;429;410000
невъзприемчив;косный;429;23700
невъзприемчив;невосприимчивый;429;808
невъзприемчивост;невосприимчивость;322;116000
невъобразим;невообразимый;715;161000
невъобразим;несусветный;715;27800
невъоръжен;безоружный;2200;191000
невъоръжен;невооруженны;2200;99
невървене;невезение;68;345000
невярващ;неверующий;841;406000
невярна;превратный;59200;10100
нега;томность;11200;27600
негласен;негласный;1200;310000
неглиже;неглиже;513;234000
неглупав;неглупый;77;143000
негоден;бросовый;27900;14800
негоден;завалящий;27900;17900
негоден;заигранный;27900;2560
негоден;испорченный;27900;707000
негоден;негодный;27900;259000
негоден;непригодный;27900;48600
негоден;неспособный;27900;198000
негоден;никчемный;27900;186000
негоден;паршивый;27900;235000
негоден;порченый;27900;14800
негоден;потрепанный;27900;264000
негодник;висельник;878;73300
негодник;дрянь;878;1600000
негодник;негодник;878;73200
негодник;негодяй;878;1290000
негодник;прохвост;878;91000
негодник;проходимец;878;328000
негодник;ублюдок;878;843000
негодница;негодяйка;105;28100
негодност;испорченность;1750;170000
негодност;негодность;1750;580000
негодност;неспособность;1750;2150000
негодност;никчемность;1750;174000
негодувам;негодовать;867;77400
негодуване;негодование;876;1520000
негодувание;негодование;23000;1520000
негодяй;негодяй;1090;1290000
неголям;небольшой;17000;3060000
негостоприемен;негостеприимный;636;20200
неграмотен;безграмотный;21700;200000
неграмотен;неграмотный;21700;163000
неграмотно;неграмотно;38900;148000
неграмотност;безграмотность;22200;680000
неграмотност;неграмотность;22200;436000
негъвкав;негибкий;218;16800
негър;негр;41300;2130000
негърка;негритянка;3420;179000
негърски;негритянский;655;168000
негърче;негритенок;651;49400
недалеко;невдалеке;2150;406000
недалеко;недалеко;2150;2430000
недалече;недалеко;9960;2430000
недалече;поблизости;9960;2020000
недалечен;недальний;232;16400
недалновиден;недальновидный;596;28900
недалновидно;недальновидно;2580;69100
недалновидност;недальновидность;1580;103000
недвижим;недвижимый;235000;33700
недвижимост;недвижимость;906;3370000
недвусмислен;недвусмысленный;11600;75900
недвусмислено;недвусмысленно;77100;697000
недеен;бездейственный;58;1720
недееспособен;недееспособный;873;113000
недействителен;недействительный;11400;74800
недействително;недействительно;963;128000
неделикатен;неделикатный;215;723
неделикатно;неделикатно;186;17900
неделикатност;неделикатность;127;656
неделим;безраздельный;9910;18200
неделим;неделимый;9910;248000
неделимо;безраздельно;911;365000
неделимост;безраздельность;1010;658
неделимост;неделимость;1010;131000
неделимост;нераздельность;1010;56800
неделник;воскресник;23800;20000
неделя;воскресенье;2020000;3110000
неделя;воскресный;2020000;879000
недеятелен;бездейственный;58;1720
недеятелен;бездеятельный;58;27200
недисциплиниран;недисциплинированный;622;33100
недисциплинираност;недисциплинированность;426;73600
недобре;нехорошо;26100;1720000
недоброжелател;недоброжелатель;666;60300
недоброжелателен;неблагожелательный;311;449
недоброжелателен;недоброжелательный;311;18300
недоброжелателност;недоброжелательность;417;67200
недоброжелателство;недоброжелательство;231;68100
недоброкачествен;недоброкачественный;148;40900
недоброкачествен;халтурный;148;9880
недобросъвестен;недобросовестный;1840;737000
недобросъвестно;недобросовестно;11000;137000
недобросъвестност;недобросовестность;1330;386000
недобър;недобрый;510;173000
недобър;нехороший;510;503000
недоверие;недоверие;169000;2240000
недоверчив;недоверчивый;535;90000
недоверчиво;недоверчиво;10700;515000
недоверчивост;недоверчивость;684;111000
недоволен;брюзгливый;94300;9570
недоволен;недовольный;94300;722000
недоволник;брюзга;212;69000
недоволник;нытик;212;87900
недоволно;брюзгливо;185000;22700
недоволно;ворчливо;185000;105000
недоволно;недовольно;185000;763000
недоволство;недовольство;101000;2420000
недовършен;недовершенный;26900;198
недовършен;недоделанный;26900;145000
недовършен;недоконченный;26900;1350
недовършен;неоконченный;26900;168000
недовършеност;недоконченность;12300;262
недогледам;недоглядеть;61;2400
недогледам;недосмотреть;61;2290
недогледам;проглядеть;61;53500
недогледам;просмотреть;61;2840000
недоглеждане;недосмотр;11400;213000
недоглеждане;упущение;11400;652000
недоговаряне;недоговоренность;57;105000
недодам;недодать;179;971
недодялан;аляповатый;635;16400
недодялан;неотесанный;635;49900
недодялан;топорный;635;22100
недодялано;аляповато;1390;33900
недодяланост;аляповатость;621;650
недозрял;недозрелый;331;13800
недозрял;недоспелый;331;1400
недоизказване;недоговоренность;153;105000
недоимък;недоимка;19900;592000
недоказан;недоказанный;553;996
недоказаност;недоказанность;294;33000
недоказуем;недоказуемый;295;2120
недокоснат;нетронутый;2200;292000
недоловим;неуловимый;576;432000
недомислие;недомыслие;2240;134000
недомлъвка;недомолвка;335;76300
недоносче;выкидыш;2850;597000
недоносче;недоносок;2850;77200
недооценявам;недооценивать;143;470000
недопека;недожарить;214;659
недоплатя;недоплатить;63;701
недоплащам;недоплачивать;51;883
недоплащане;недоплата;57;351000
недоправено;недоделка;191;246000
недопустим;недопустимый;14500;93100
недопустим;непозволительный;14500;828
недопустим;нетерпимый;14500;54500
недопушен;недокуренный;114;541
недоразбирам;недопонимать;106;3080
недоразвит;недоразвитый;2390;74200
недоразвит;неразвитой;2390;123000
недоразвитост;недоразвитость;856;60500
недоразумение;недоразумение;41400;2080000
недоразумения;нелады;56300;165000
недосегаем;недосягаемый;16600;147000
недосетлив;недогадливый;696;15900
недосетливост;недогадливость;271;9210
недоспиване;недосыпание;9250;166000
недоставен;недоставленный;75;23000
недостатък;бесхлебица;164000;351
недостатък;изъян;164000;1100000
недостатък;недостаток;164000;2820000
недостатък;недочет;164000;987000
недостатък;пробел;164000;2980000
недостатъчен;недостаточный;94500;1400000
недостатъчно;недостаточно;191000;2600000
недостиг;брешь;180000;1150000
недостиг;недостаток;180000;2820000
недостиг;недостача;180000;709000
недостиг;недосчитаться;180000;19500
недостиг;недосчитываться;180000;713
недостиг;недочет;180000;987000
недостиг;нехватка;180000;2700000
недостигащ;недостающий;404;297000
недостижим;недостижимый;18300;247000
недостоверен;недостоверный;672;2220000
недостоен;негодный;13500;259000
недостоен;недостойный;13500;587000
недостроен;недостроенный;423;263000
недостъпен;недоступный;26800;681000
недостъпен;неприступный;26800;264000
недостъпност;недоступность;1260;432000
недостъпност;неприступность;1260;96700
недоузрял;недозрелый;77;13800
недоумение;недоумение;63700;2300000
недоумявам;недоумевать;15400;81300
недоумяващ;недоумевающий;878;43100
недоходен;бесприбыльный;66;652
недоходен;нерентабельный;66;11600
недочувам;прослушивать;383;921000
недочуя;прослушать;67;2480000
недояждам;недоедать;73;14600
недояждане;недоедание;807;214000
недоям;недоесть;68;12400
недра;недра;31000;2950000
недружелюбен;косой;948;1070000
недружелюбен;недружелюбный;948;27100
недружелюбие;недружелюбие;74;24000
недружелюбно;недружелюбно;1030;106000
недъг;недуг;11800;1990000
недъг;немочь;11800;50300
недъг;немощь;11800;453000
недъгав;убогий;620;715000
недълбок;мелководный;149;49000
недълбок;неглубокий;149;155000
недълго;недолго;450;2580000
недълготраен;недолговечный;79;32800
недълъг;недолгий;351;187000
нееднаквост;разность;185;1980000
нееднакъв;неодинаковый;295;28000
нееднакъв;неровный;295;426000
нееднакъв;неровня;295;11100
нееднакъв;несходный;295;632
нееднократен;неоднократный;341;231000
нееднократно;неоднократно;85100;2420000
нееднороден;неоднородный;241;226000
неестествен;вымученный;734;19100
неестествен;деланный;734;16900
неестествен;жеманный;734;28100
неестествен;напускной;734;74000
неестествен;неестественный;734;244000
неестествен;ненатуральный;734;12200
неестествен;принужденный;734;38700
неестествен;театральный;734;2800000
неестествен;ходульный;734;716
неестествен;чопорный;734;62400
неестествено;жеманно;30500;52400
неестествено;неестественно;30500;564000
неестествено;принужденно;30500;98700
неестественост;жеманство;460;19900
неестественост;неестественность;460;82500
неестественост;принужденность;460;829
нежелание;нежелание;48200;2420000
нежелание;неохота;48200;720000
нежелателен;нежелательный;1890;798000
нежелателен;неугодный;1890;126000
нежелателно;нежелательно;68200;794000
нежелателно;неповадно;68200;169000
нежен;ласкательный;107000;10600
нежен;ласковый;107000;1570000
нежен;нежный;107000;2430000
нежен;субтильный;107000;21100
нежен;умильный;107000;16300
нежен;хрупкий;107000;839000
неженен;неженатый;37100;78400
неженен;холостой;37100;684000
нежизнеспособен;нежизненный;144;1320
нежнича;миндальничать;67;23200
нежнича;нежничать;67;811
нежно;ласково;197000;2030000
нежно;нежно;197000;2480000
нежност;ласковость;142000;55000
нежност;нежность;142000;3070000
незабавен;безотлагательный;27600;94800
незабавен;незамедлительный;27600;35000
незабавен;немедленный;27600;1290000
незабавно;безотлагательно;499000;430000
незабавно;незамедлительно;499000;2360000
незабавно;немедленно;499000;2610000
незабавно;немедля;499000;346000
незабавно;сейчас;499000;13100000
незабавно;скоро;499000;3440000
незабележим;незаметный;11200;271000
незабележим;неприметный;11200;205000
незабележителен;незаметный;255;271000
незабележителен;непримечательный;255;15000
неза-бележителен;неприметный;244;205000
незабелязан;незамеченный;12300;40200
незабелязано;втихомолку;39800;144000
незабелязано;незаметно;39800;2990000
незабелязано;потихоньку;39800;2530000
незабелязано;сурдинка;39800;1940
незабелязано;украдкой;39800;614000
незабравим;незабвенный;49000;281000
незабравим;незабываемый;49000;1710000
незабравим;немеркнущий;49000;28400
незабравим;памятный;49000;1510000
незабравка;незабудка;21500;876000
незавершен;незавершенный;16900;239000
незавиден;незавидный;220;18100
независещ;независящий;667;22000
независим;безотносительный;370000;659
независимо;безотносительно;1550000;357000
независимо;независимо;1550000;2640000
независимо от това;тем не менее;1330000;3720000
независимост;вольность;359000;599000
независимост;независимость;359000;2590000
незавършен;недовершенный;16000;198
незавършен;недоконченный;16000;1350
незавършен;незаконченный;16000;166000
незавършен;неоконченный;16000;168000
незавършеност;недоделка;1100;246000
незавършеност;недоконченность;1100;262
незавършеност;незаконченность;1100;55000
незадоволен;неудовлетворенный;2300;241000
незадоволеност;неудовлетворенность;1020;807000
незадоволителен;недостаточный;18400;1400000
незадоволителен;неудовлетворительный;18400;71500
незадоволителен;низкий;18400;3010000
незадоволително;неудовлетворительно;25100;538000
незадължителен;необязательный;16000;209000
незает;досужий;1070;35700
незает;незанятый;1070;27600
незает;пустовать;1070;70000
незаетост;праздность;352;330000
незаинтересован;незаинтересованный;1650;15300
незаконен;беззаконный;103000;26600
незаконен;незаконный;103000;2240000
незаконно;незаконно;318000;2770000
незаконност;незаконность;669;660000
незаконороден;незаконнорожденный;256;107000
незаменим;незаменимый;48700;2170000
незамесен;непричастный;120;12100
незамръзващ;незамерзающий;77;46400
незаплатен;неоплаченный;119;96800
незапомнен;незапамятный;9470;513
незареден;незаряженный;360;9700
незасегнат;нетронутый;547;292000
незаслужен;незаслуженный;1230;29700
незаслужено;незаслуженно;30600;633000
незастрахован;незастрахованный;168;9320
незастроено;пустырь;1270;552000
незащитен;незащищенный;63700;1260000
нездрав;нездоровый;639;620000
нездрав;нестойкий;639;32600
нездраво;непрочно;590;81300
неземен;нездешний;10100;116000
неземен;неземной;10100;615000
неземен;потусторонний;10100;496000
незлобив;беззлобный;493;14800
незлобив;незлобивый;493;30100
незлобив;отходчивый;493;21700
незлобивост;отходчивость;82;697
незнаен;безвестный;15200;220000
незнаен;неведомый;15200;992000
незнайко;незнайка;20100;443000
незнайно;безвестно;61700;452000
незнайно;неведомо;61700;585000
незнание;неведение;33400;932000
незнание;невежество;33400;1510000
незнание;незнание;33400;2100000
незначителен;ерундовский;41100;609
незначителен;маловажный;41100;29400
незначителен;малозначащий;41100;578
незначителен;малозначительный;41100;21400
незначителен;неважный;41100;118000
незначителен;невысокий;41100;1570000
незначителен;незаметный;41100;271000
