BG Word;RU word;BG Google Count;RU Google Count
но;но;1900000;9050000
нов;новый;1950000;8260000
новина;новинка;1040000;4140000
новина;новость;1040000;10700000
новост;новость;62500;10700000
нож;нож;165000;1750000
ножица;ножницы;31900;1770000
номер;номер;1290000;6990000
нормален;нормальный;471000;1920000
нормативен;нормативный;98900;1350000
нос;мыс;173000;1350000
нося;нести;119000;1390000
нося;носить;119000;1450000
нотариален;нотариальный;38700;373000
нотариус;нотариус;59500;1210000
нощ;ночь;819000;3330000
нощен;ночной;227000;1900000
нощувам;ночевать;1280;791000
нужда;потребность;1220000;1960000
нужно;надо;537000;2370000
нужно;нужно;537000;2400000
нула;ноль;362000;1440000
нюанс;нюанс;23900;1410000
някак;как-либо;417000;292000
някак;как-нибудь;417000;1850000
някак;как-то;417000;2180000
някакси;как-то;48100;2180000
някакъв;какой-либо;889000;1700000
някакъв;какой-нибудь;889000;1650000
някакъв;какой-то;889000;2160000
някакъв;кое-какой;889000;191000
някога;когда-либо;551000;1520000
някога;когда-нибудь;551000;1660000
някога;когда-то;551000;1800000
някогашен;бывший;10100;1860000
някои-неща;кое-что;124000;1480000
някой;какой-либо;1260000;1700000
някой;какой-нибудь;1260000;1650000
някой;кое-какой;1260000;191000
някой;кое-кто;1260000;1250000
някой;кто-нибудь;1260000;1690000
някой;кто-то;1260000;2060000
някой;некий;1260000;1640000
някой;некоторый;1260000;2100000
някой;некто;1260000;1400000
няколко;несколько;1420000;6150000
някъде;где-либо;819000;577000
някъде;где-нибудь;819000;1430000
някъде;где-то;819000;1930000
някъде;куда-либо;819000;300000
някъде;куда-нибудь;819000;1530000
нямам;нет;1150000;5970000
о;на;1570000;16200000
о;о;1570000;14700000
обаче;зато;1210000;2170000
обед;обед;70000;1740000
обеден;обеденный;658;1040000
обединен;единый;51400;1790000
обезателен;обязательный;130;1460000
обезателно;обязательно;35400;2400000
обезболяване;анестезия;746;818000
обезпечение;залог;71100;1530000
обективен;объективный;51000;1370000
обем;объем;1040000;3440000
обещавам;обещать;83500;579000
обещание;обещание;77400;1380000
обещая;обещать;11600;579000
обзор;обзор;580000;7820000
обидя;обидеть;20600;1130000
обикновен;обыкновенный;323000;1390000
обикновен;обычный;323000;2170000
обиколя;обойти;915;1550000
обичаен;обычный;13000;2170000
обичай;обычай;120000;1360000
обичан;излюбленный;66300;574000
облагам;взимать;412;542000
област;область;1250000;5990000
облека;одеть;15100;1120000
облекло;одежда;502000;2140000
облекло;туалет;502000;1610000
обличам;надевать;22400;885000
обличам;одевать;22400;692000
облъчване;облучение;21200;952000
обмен;обмен;536000;2410000
обменям;обменивать;3010;237000
обмислям;обдумать;17400;522000
обмислям;размышлять;17400;1010000
обмяна;обмен;180000;2410000
обобщавам;обобщать;5500;293000
обобщя;обобщить;22300;625000
обогатя;обогатить;2030;272000
оборудване;оборудование;1210000;3340000
обоснован;обоснованный;24100;1090000
обработя;обработать;3750;1040000
образ;облик;373000;1520000
образ;образ;373000;3340000
образец;образец;279000;2340000
образование;образование;1300000;6760000
обратно;обратно;1300000;2250000
обсада;осада;20600;1180000
обслужване;обслуживание;1080000;3160000
обстоятелство;обстоятельство;75400;2110000
обсъдя;обсудить;610;3350000
обсъждам;обсуждать;14100;1430000
обсъждане;обсуждение;414000;3310000
обувам;надевать;3720;885000
обувки;ботинки;658000;1610000
обувки;обувь;658000;1650000
обуча;научить;691;1570000
обуча;обучить;691;686000
обучавам;обучать;548;1270000
обучаване;обучение;12400;2610000
обучение;обучение;1190000;2610000
обхвана;охватить;27300;1020000
обхващам;обхватывать;2360;16800
обходя;обойти;1200;1550000
общ;общий;1230000;3830000
общежитие;общежитие;51400;1330000
общителен;общительный;903;555000
общо;всего;1710000;7310000
общо;итого;1710000;1360000
объркам;запутать;885;355000
объркан;запутанный;61500;453000
обърна;повернуть;325000;1430000
обявление;объявление;138000;3590000
обявя;объявить;19000;1350000
обядвам;обедать;585;690000
обясня;объяснить;139000;1800000
обяснявам;объяснять;84300;1380000
овен;баран;175000;1010000
овнешко;баранина;816;815000
овощен;фруктовый;602;922000
огледало;зеркало;218000;2460000
огледам;оглядеть;19200;56300
огорчавам;огорчать;1190;216000
огорчение;огорчение;15600;963000
ограда;забор;62000;1330000
ограда;ограда;62000;1240000
ограничаване;ограничение;310000;1980000
ограничение;ограничение;530000;1980000
огромен;огромный;368000;2130000
одеяло;одеяло;13800;1400000
оженен;женатый;1140;769000
означавам;значить;1600;717000
означавам;обозначать;1600;527000
означавам;означать;1600;1240000
окажа;быть;9560;6940000
окажа;оказать;9560;1430000
окажа;явить;9560;262000
оказвам;быть;689;6940000
оказвам;являть;689;153000
окача;повесить;9000;1170000
окачвам;вешать;797;1030000
око;глаз;301000;3530000
окови;кандалы;34500;385000
окови;оковы;34500;940000
околност;окрестность;31000;142000
около;вокруг;1350000;2070000
около;около;1350000;6210000
около;под;1350000;7730000
околовръст;кругом;912;1430000
окончание;окончание;18900;1830000
окончателен;окончательный;66000;1340000
олово;свинец;38600;1220000
олтар;алтарь;24800;1170000
онази;та;344000;6880000
оная;та;115000;6880000
онзи;тот;503000;10800000
онкология;онкология;13700;1240000
онова;то;737000;11800000
опаковам;запаковать;2160;48300
опаковка;упаковка;194000;2080000
опасен;опасный;144000;1440000
опасение;опасение;11700;1350000
опасност;опасность;453000;2120000
опасност;угроза;453000;2170000
описание;описание;1310000;2770000
описване;описание;26000;2770000
опит;опыт;1340000;3750000
опит;попытка;1340000;2580000
опитвам;пробовать;175000;1140000
опитвам;пытать;175000;328000
опитен;опытный;86800;1520000
опонент;оппонент;27400;1460000
определен;определенный;719000;2030000
определя;определить;819000;2100000
оптимален;оптимальный;45800;1650000
орган;орган;481000;2840000
организирам;организовать;17100;1850000
организирам;устраивать;17100;1550000
организъм;организм;121000;2060000
орех;орех;61400;1390000
оригинален;оригинальный;189000;1640000
ориентация;ориентация;224000;1630000
ориентация;ориентировка;224000;491000
ориентир;ориентир;169000;1140000
ориз;рис;133000;1450000
ос;ось;600000;1440000
освен;исключая;1250000;1330000
освен;кроме;1250000;4490000
освещавам;сетить;539;1410
осигуровка;страхование;30700;1890000
осигурявам;обеспечивать;13800;1350000
основен;капитальный;933000;1300000
основен;основной;933000;3970000
особено;особенно;1400000;3260000
оставя;бросить;342000;1410000
оставя;оставить;342000;2800000
остана;остать;510000;13300
останал;остальной;159000;1370000
остроумен;остроумный;14000;478000
остър;острый;139000;1470000
от;за;2940000;13200000
от;из;2940000;12200000
от;из-за;2940000;5500000
от;от;2940000;12600000
от;с;2940000;17000000
отбивам;заходить;19600;1340000
отбия;свернуть;672;1690000
отбор;команда;1070000;2670000
отбор;отбор;1070000;1590000
отбягвам;избегать;4480;1490000
отбягна;избежать;535;1680000
отварям;отпирать;90200;44800
отвесен;вертикальный;2470;1640000
отвлечен;абстрактный;31500;1110000
отворен;открытый;390000;2170000
отворя;открыть;91800;1920000
отвъд;за;421000;13200000
отвъд;из-за;421000;5500000
отвън;снаружи;207000;1370000
отвътре;изнутри;190000;1370000
отгатна;угадать;563;1160000
отговор;ответ;1250000;2520000
отговоря;ответить;142000;3000000
отдавна;давно;700000;3200000
отдалеко;издалека;14100;1420000
отдалеко;издали;14100;1250000
отдалеч;издалека;49400;1420000
отдалеч;издали;49400;1250000
отдалечен;далекий;66000;1600000
отдалеченост;удаленность;30200;896000
отделям;уделять;16300;1270000
отдих;отдых;556000;3030000
отдолу;снизу;173000;1390000
отдъхвам;отдыхать;785;1470000
отдясно;справа;83000;1670000
отзад;сзади;149000;1470000
отивам;идти;197000;1930000
отивам;уходить;197000;1430000
отида;пойти;194000;1870000
отида;уйти;194000;1520000
откажа;отказать;51000;1330000
отказ;отказ;257000;2580000
отказвам;раздуматься;58300;539
откакто;как;265000;12500000
откарам;отвезти;1880;551000
откарам;увезти;1880;349000
отклонявам;отклонять;837;150000
отключвам;отпирать;3300;44800
открит;открытый;681000;2170000
откровен;откровенный;34800;820000
откъде;откуда;407000;2180000
отлетя;вылететь;19400;700000
отлитам;вылетать;9160;198000
отлитане;вылет;1090;1320000
отличавам;отличать;258;1050000
отличие;отличие;194000;2020000
отложа;отложить;642;1400000
отложа;повременить;642;294000
отляво;слева;86300;1680000
отнасям;заносить;20700;360000
отнасям;касать;20700;1350
отначало;вначале;243000;1510000
отначало;сначала;243000;2250000
отначало;снова;243000;1990000
отново;заново;1230000;1650000
отново;опять;1230000;2130000
отново;сначала;1230000;2250000
отново;снова;1230000;1990000
относително;насчет;305000;1640000
относно;насчет;1310000;1640000
оток;отёк;24200;1040000
отопление;отопление;461000;1620000
отпечатък;отпечаток;54600;1400000
отправя;отправить;123000;3960000
отпред;впереди;235000;1670000
отпред;спереди;235000;1430000
отпуск;отпуск;174000;1670000
отпътувам;уезжать;1130;1100000
отпътуване;отъезд;190000;1600000
отражение;отражение;145000;1710000
отрежа;отрезать;972;786000
отрицателен;отрицательный;92700;1360000
отрова;яд;85900;1420000
отровен;токсичный;27700;130000
отровен;ядовитый;27700;619000
отслабвам;худеть;659;768000
отслабна;похудеть;19000;1400000
отсрочвам;отложить;192;1400000
отсрочвам;повременить;192;294000
отсрочка;рассрочка;18100;1210000
отстрани;сбоку;250000;1300000
отстъпвам;уступать;541;727000
отстъпка;скидка;370000;3410000
отсъствам;отсутствовать;8940;643000
отсядам;останавливать;522;621000
оттам;оттуда;361000;1650000
оттук;отсюда;453000;1890000
отчет;отчет;642000;3060000
официален;официальный;1040000;3900000
оформя;оформить;91700;2500000
оценка;оценка;1440000;3590000
оценя;оценить;12600;2230000
оцет;уксус;62400;950000
очаквам;ждать;360000;1950000
очаквам;ожидать;360000;1530000
очевиден;очевидный;30600;1350000
очевидно;очевидно;433000;2020000
очен;глазной;16300;509000
очерк;очерк;17400;1380000
очила;очки;228000;1890000
още;еще;2090000;8900000
павилион;киоск;50600;1660000
пазар;базар;1190000;1480000
пазар;рынок;1190000;4910000
пазач;сторож;33700;1160000
пазя;беречь;57400;1200000
пазя;соблюдать;57400;1420000
пазя;хранить;57400;1490000
пак;опять;1450000;2130000
палата;палата;436000;1800000
палачинки;блины;31500;1290000
паля;зажигать;12400;403000
памук;хлопок;131000;1340000
панаир;ярмарка;241000;1940000
панделка;бант;13000;414000
панталони;брюки;87400;1550000
пантеон;пантеон;51900;611000
пантофки;тапочки;615;1290000
папка;папка;124000;1970000
параграф;параграф;160000;1340000
параметър;параметр;37700;2670000
пари;деньги;1510000;2460000
пари;финансы;1510000;7390000
паричен;денежный;90900;1310000
парк;парк;805000;2420000
паркинг;стоянка;412000;1430000
парола;пароль;2020000;4790000
парфюм;духи;85900;1570000
парцал;тряпка;37600;1330000
парче;кусок;306000;1650000
парче;штука;306000;1680000
парченце;ломтик;40400;990000
пасажер;пассажир;5590;1420000
паспорт;паспорт;178000;2080000
паста;паста;86000;1410000
паста;пирожное;86000;337000
пастет;паштет;17600;518000
патент;патент;50900;1260000
патладжан;баклажан;17100;731000
педагог;педагог;81800;1470000
педал;педаль;22900;1410000
пейзаж;пейзаж;97200;2140000
пек;жара;44500;1560000
пека;жарить;9820;528000
пека;загорать;9820;609000
пеперуда;бабочка;56800;1330000
перде;штора;14500;321000
период;период;1250000;3580000
персонал;персонал;505000;2710000
перспектива;перспектива;316000;2510000
песен;песня;986000;2760000
пестелив;экономный;10800;454000
печалба;выигрыш;402000;1450000
печалба;заработок;402000;1580000
печалба;зарплата;402000;1670000
печат;отпечаток;1890000;1400000
печат;печать;1890000;4800000
печат;штамп;1890000;1550000
печеля;зарабатывать;25100;1430000
печен;жареный;27600;693000
печка;плита;136000;1880000
печурка;шампиньон;5470;43800
пеш;пешком;38400;1410000
пеша;пешком;103000;1410000
пешком;пешком;530;1410000
пивница;пивная;4510;1650000
пигментация;пигментация;6080;231000
пикник;пикник;49600;1560000
пила;напильник;21900;572000
пиле;цыпленок;175000;1230000
пиленце;цыпленок;21400;1230000
пипам;трогать;15200;1320000
пипер;перец;187000;1750000
пирог;пирог;2070;1430000
пирожка;пирожок;197;1180000
пирон;гвоздь;22700;1950000
писалка;авторучка;23100;483000
писалка;ручка;23100;2030000
писмо;письмо;944000;4170000
питам;спрашивать;745000;1440000
питие;напиток;71300;1680000
пиша;писать;464000;2430000
пия;пить;151000;1590000
пиянство;пьянство;25000;1220000
пладне;полдень;31400;1250000
плаж;пляж;199000;1890000
план;замысел;1150000;1420000
план;план;1150000;4890000
планина;гора;760000;2730000
планински;гористый;394000;56700
планински;горный;394000;1540000
планирам;запланировать;32800;190000
пласиране;сбыт;14000;1450000
пласмент;сбыт;16900;1450000
плат;материал;97800;11600000
плат;материя;97800;1650000
платен;оплаченный;180000;697000
платен;платный;180000;1310000
платя;заплатить;93800;1410000
платя;уплатить;93800;760000
плаша;пугать;22800;1060000
плащам;платить;81400;2080000
плащам;расплатиться;81400;712000
плащам;уплачивать;81400;444000
плащане;платеж;986000;1850000
плащане;уплата;986000;1570000
племе;племя;68800;1360000
племенник;племянник;16500;1190000
племенница;племянница;844;708000
плетен;вязаный;12100;91700
плик;конверт;78600;1290000
плитък;мелкий;881;1450000
плод;плод;236000;1600000
плод;фрукт;236000;538000
плодов;плодовый;28200;110000
плодов;фруктовый;28200;922000
плосък;плоский;242000;1440000
плоча;плита;147000;1880000
площад;площадь;321000;3390000
плънка;начинка;20800;1440000
плюс;плюс;590000;2150000
по;по;4370000;15400000
победя;выиграть;9680;1590000
по-близко;ближе;28500;1730000
по-близък;ближе;19900;1730000
повдигам;поднимать;9530;1610000
повдигане;тошнота;50000;1230000
повест;повесть;31900;1540000
повече;более;1840000;8480000
повече;больше;1840000;2790000
повикам;вызвать;942;1630000
повиквам;окликать;446;25100
по-високо;выше;261000;2750000
повиша;повысить;652;1660000
повод;повод;1220000;1620000
повод;предлог;1220000;1610000
повреден;неисправный;39300;215000
повторно;вторично;236000;1190000
повторя;повторить;61700;1380000
поглед;взгляд;868000;3240000
поглъщам;поглощать;4200;454000
поглъщам;проглатывать;4200;61200
поглъщане;абсорбция;33700;407000
поговорка;поговорка;50000;1350000
по-голям;больше;789000;2790000
по-голям;больший;789000;1760000
по-голям;старший;789000;1720000
пограничен;пограничный;1280;1330000
под;под;2040000;7730000
под;пол;2040000;2290000
по-далече;дальше;33900;2400000
подаря;подарить;20700;1310000
подарявам;дарить;134000;1350000
подател;отправитель;140000;1880000
подготвям;готовить;15800;1420000
подготвям;подготавливать;15800;186000
подгрявам;подогреть;944;207000
подир;вслед;98200;1510000
подир;после;98200;7380000
подкуп;взятка;132000;1360000
поднос;поднос;12100;993000
подобен;подобный;506000;2160000
подобен;похожий;506000;1400000
по-добре;лучше;1320000;2500000
подобря;повысить;11000;1660000
подобрявам;улучшать;12500;860000
по-добър;лучший;435000;2620000
подолу;вниз;602;1800000
подпис;подпись;468000;1900000
подпиша;подписать;13400;1260000
подправка;приправа;29700;1030000
подражавам;подражать;2040;597000
подреждам;убирать;11300;1270000
подреждане;уборка;351000;1590000
подробен;детальный;174000;1320000
подробен;подробный;174000;1320000
подробно;подробно;1090000;2570000
подробност;подробность;58100;301000
подтвърждение;подтверждение;819;2110000
подтик;побуждение;31200;789000
подтик;стимул;31200;1350000
подутина;отёк;2740;1040000
подходящ;подходящий;495000;1410000
подценявам;недооценивать;16400;496000
подчертавам;подчеркивать;43500;365000
по-дълго;дольше;175000;1560000
поемам;брать;47100;1670000
пожелавам;желать;314000;1570000
пожелание;пожелание;66500;2590000
позволение;позволение;25700;1010000
позволение;разрешение;25700;2730000
позволя;позволить;98400;1490000
позволя;разрешить;98400;1310000
позвъня;позвонить;3440;1330000
поздрав;привет;209000;2010000
позирам;позировать;622;201000
позитивен;позитивный;45600;1350000
позиция;позиция;1190000;3120000
по-зле;хуже;126000;2030000
познавам;знакомый;327000;1820000
познавам;знать;327000;2220000
познайник;знакомый;787;1820000
познанство;знакомство;904;1590000
познат;знакомый;402000;1820000
поискам;запросить;46900;1660000
покажа;показать;591000;2810000
покажа;предъявить;591000;1510000
показател;показатель;164000;2530000
покана;приглашение;567000;1850000
поканя;пригласить;21400;1380000
покрай;мимо;339000;1870000
покрайнина;окраина;624;1090000
покрив;крыша;125000;1970000
покрив;навес;125000;1330000
покривка;скатерть;53200;1060000
покъщнина;утварь;11700;1210000
пол;пол;1200000;2290000
пола;юбка;120000;1330000
полагам;затратить;11200;443000
полезен;полезный;417000;1570000
полезно;полезно;885000;2140000
полека-лека;понемногу;15700;1480000
полза;польза;724000;1450000
ползвам;пользовать;324000;366000
поликлиника;поликлиника;28800;1280000
полилей;люстра;2600;1190000
полица;полка;40800;1660000
половина;половина;633000;2710000
положа;затратить;9120;443000
по-лош;худший;70100;1180000
по-лошо;хуже;216000;2030000
получа;получить;172000;4100000
получа;приобрести;172000;2100000
получавам;получать;190000;2750000
получател;адресат;106000;1310000
получател;получатель;106000;1290000
помагало;руководство;132000;5580000
помагам;помогать;46700;1420000
по-малко;менее;1440000;5400000
по-малък;меньше;279000;2380000
по-малък;меньший;279000;1350000
по-малък;младший;279000;1500000
помежду;между;396000;6130000
поместя;поместить;3020;1510000
поминък;промысел;41900;1410000
поминък;ремесло;41900;1400000
помисля;подумать;66400;1590000
помня;помнить;245000;1680000
помогна;помочь;289000;2650000
помощ;помощь;3540000;8850000
помпа;насос;89100;1560000
по-нагоре;выше;61900;2750000
понастоящем;сейчас;200000;4040000
по-нататък;далее;350000;2820000
по-нататъшен;дальнейший;18700;1610000
понеже;ибо;849000;1900000
понижа;понизить;758;631000
понижавам;занижать;10600;78100
поникна;взойти;5160;330000
понякога;изредка;989000;1700000
понякога;иногда;989000;2240000
понятен;понятный;663;1410000
понятие;понятие;192000;2350000
попарвам;заваривать;905;167000
попиване;абсорбция;1830;407000
попитам;спросить;287000;1650000
поправка;ремонт;159000;2210000
поправя;исправить;69500;1420000
поправя;наладить;69500;1350000
поправя;поправить;69500;1200000
поправя;починить;69500;604000
поправям;исправлять;9130;1110000
попреча;воспрепятствовать;1630;644000
попреча;помешать;1630;1620000
популярен;популярный;131000;1980000
поради;вследствие;1410000;1590000
поради;из-за;1410000;5500000
поради;причина;1410000;4380000
поредно;поочередно;119000;1310000
порив;порыв;36700;1480000
порта;ворота;109000;2070000
портиер;дворник;19400;931000
портиер;швейцар;19400;341000
портичка;калитка;456;1070000
портмоне;бумажник;9450;540000
портокал;апельсин;49300;1450000
портрет;портрет;139000;2270000
порцелан;фарфор;91300;1250000
порция;порция;45500;1390000
поръчам;заказать;172000;3460000
поръчвам;заказывать;154000;1220000
поръчвам;поручать;154000;163000
поръчване;поручение;17000;1420000
поръчение;задание;53900;1750000
поръчка;заказ;1380000;5290000
посетител;посетитель;155000;2180000
посетя;зайти;34800;1710000
посетя;побывать;34800;1400000
посетя;посетить;34800;2640000
посещавам;бывать;34200;952000
посещение;визит;1360000;1790000
послание;послание;272000;1520000
после;затем;1380000;2480000
после;после;1380000;7380000
после;потом;1380000;2670000
последен;последний;987000;3910000
последствие;последствие;166000;632000
посока;направление;860000;5140000
посоча;показать;68300;2810000
посрещане;встреча;172000;3980000
поставя;вставить;770000;1470000
поставя;поставить;770000;2170000
поставям;вставлять;75000;1270000
поставям;ставить;75000;1780000
по-стар;старший;50600;1720000
постеля;постель;9500;1530000
постепенен;постепенный;688;1190000
постигна;добить;156000;430000
постижение;достижение;105000;2830000
постоя;побыть;10600;1070000
постоянен;постоянный;410000;2400000
постройка;постройка;93300;1560000
постройка;сооружение;93300;1590000
построя;выстроить;794;945000
постъпвам;идти;10100;1930000
постъпвам;поступать;10100;1360000
потвърдя;подтвердить;18300;1330000
потвърждавам;подтверждать;14700;640000
поток;ручей;261000;1470000
потребно;нужно;15100;2400000
потребност;потребность;88100;1960000
потребности;требования;209000;4900000
потъна;утонуть;65800;515000
похлупак;крышка;953;1810000
по-хубаво;лучше;95800;2500000
почакам;подождать;10800;1360000
почвам;начинать;74500;1980000
почервенявам;багроветь;645;15200
почивам;отдыхать;20700;1470000
почивен;выходной;89000;1630000
почивка;отдых;1030000;3030000
почиствам;убирать;636;1270000
почистване;уборка;561000;1590000
почна;начать;153000;1950000
почти;почти;1340000;2190000
поща;почта;2320000;3280000
пощенски;почтовый;603000;1870000
пояснявам;пояснять;730;163000
прав;правый;469000;1550000
прав;прямой;469000;2210000
правда;правда;73300;2440000
правен;правовой;224000;1650000
правилен;правильный;96200;1870000
правило;правило;291000;3970000
право;прямо;2540000;2080000
правомерен;правомерный;649;32300
правя;делать;804000;2400000
праг;порог;86200;1890000
пране;стирка;168000;1310000
праскова;персик;17800;945000
пратка;бандероль;76000;943000
пратя;выслать;83800;1370000
пратя;послать;83800;2100000
прах;пыль;239000;1720000
прахосмукачка;пылесос;23200;1660000
пращам;высылать;45700;1180000
пребивавам;быть;2290;6940000
пребивавам;находить;2290;1340000
преброя;сосчитать;925;532000
преварен;кипяченый;1430;841
превеждам;переводить;25600;1330000
превишавам;превышать;935;1320000
превод;перевод;1120000;2520000
преводач;переводчик;414000;2670000
превозвам;везти;855;950000
превържа;завязать;754;828000
преглед;обзор;1220000;7820000
преглед;обозрение;1220000;1670000
преглед;осмотр;1220000;1400000
преглеждам;осматривать;12600;617000
преглеждам;просматривать;12600;1290000
преговори;переговоры;484000;3630000
преграда;преграда;55100;1330000
пред;перед;1330000;4170000
пред;при;1330000;10500000
предавам;передавать;34500;1340000
предавам;сдавать;34500;1430000
предаване;передача;597000;3720000
предам;сдать;56700;1440000
предварителен;заблаговременный;144000;11500
предварителен;предварительный;144000;1920000
предвид;ввиду;1170000;1510000
предвиждам;предвидеть;802;950000
предградие;пригород;44100;1290000
преден;передний;140000;1390000
преди;впереди;1600000;1670000
преди;за;1600000;13200000
преди;перед;1600000;4170000
преди;прежде;1600000;2850000
преди;раньше;1600000;2070000
предизвикам;вызывать;812;1340000
предимство;преимущество;306000;2720000
предишен;прежний;642000;1410000
предлагам;предлагать;488000;1440000
предлагане;предложение;310000;7910000
предложа;предложить;75100;2120000
предложение;предложение;1160000;7910000
предмет;вещь;608000;2490000
предмет;предмет;608000;2680000
предоставям;предоставлять;13100;1310000
предостатъчно;излишек;26000;1130000
предпазен;профилактический;23600;921000
предпазлив;осторожный;17300;1040000
предпазливо;осторожно;33900;1680000
предпазя;сберечь;11800;736000
предпазя;сохранить;11800;2230000
предполагам;предполагать;414000;1320000
предпоставка;предпосылка;178000;1200000
предпочитание;предпочтение;30100;1820000
предприятие;предприятие;341000;4760000
представител;представитель;877000;6110000
представителство;представительство;259000;2240000
предупредя;предупредить;19400;1380000
предупреждавам;предупреждать;18000;669000
предявя;предъявить;801;1510000
през;в;1890000;15200000
през;за;1890000;13200000
през;на;1890000;16200000
през;сквозь;1890000;1670000
презиме;отчество;67800;1300000
презрение;презрение;33200;1230000
прекалено;слишком;626000;2260000
прекарам;пробыть;21300;295000
прекрасен;прекрасный;205000;1890000
прекратя;прекратить;10200;1390000
прекратявам;прекращать;567;782000
прекъсване;перерыв;151000;1500000
прекъсна;прервать;54800;1240000
прелез;переезд;11300;1390000
премеря;примерить;3990;441000
премествам;выставлять;581;1220000
преместя;выставить;16500;1700000
преместя;передвинуть;16500;212000
премина;перейти;194000;2590000
преминавам;переходить;10200;1350000
пренебрегвам;игнорировать;542;1300000
преобличам;переодевать;1920;35300
преписвам;переписать;730;952000
преписка;переписка;53900;1820000
преподавам;преподавать;9850;717000
преподавател;преподаватель;279000;2350000
препоръчвам;рекомендовать;302000;1640000
преправя;переделать;738;1150000
препратя;переслать;3230;1510000
препятствие;помеха;45700;1640000
преработвам;переделывать;1420;684000
преработвам;перерабатывать;1420;480000
преработя;переделать;2560;1150000
преса;пресса;400000;10700000
преселвам;переселять;384;115000
пресен;свежий;68700;1960000
пресечка;переулок;9890;1320000
пресметна;рассчитать;642;1520000
пресметна;сосчитать;642;532000
претеглям;весить;782;342000
преувеличавам;преувеличивать;684;306000
преумора;переутомление;15900;387000
прехвърляне;пересадка;233000;1180000
преча;мешать;13400;1590000
преча;препятствовать;13400;1230000
пречка;помеха;154000;1640000
пречка;преграда;154000;1330000
при;к;3880000;12800000
при;при;3880000;10500000
при;у;3880000;10800000
прибавя;прибавить;93700;1190000
прибера;убрать;47800;1720000
приближа;подойти;708;1430000
приблизително;около;254000;6210000
привет;привет;345000;2010000
привиден;кажущийся;554;248000
привиквам;привыкать;972;1040000
привлека;привлечь;937;1670000
привличам;привлекать;6950;1320000
пригаждане;адаптация;879;1460000
приготвям;готовить;13700;1420000
придобия;приобрести;767;2100000
придружавам;сопровождать;1630;1170000
прием;прием;444000;3160000
приемам;принимать;149000;2190000
признателност;признательность;77700;1110000
приказка;сказка;372000;2500000
прикрепя;прикрепить;894;1010000
приличен;похожий;40100;1400000
приложа;применить;12400;1330000
пример;пример;1010000;3630000
принадлежа;принадлежать;862;1130000
принцип;принцип;861000;2990000
принципен;принципиальный;25000;1330000
приоритет;приоритет;324000;1590000
припомня;вспомнить;225000;1830000
припомням;вспоминать;50900;1710000
природа;природа;923000;3080000
природен;естественный;226000;1630000
приспособяване;адаптация;35200;1460000
пристанище;порт;177000;2370000
пристанище;пристань;177000;1070000
пристигам;прибывать;745;353000
пристигане;прибытие;197000;1300000
пристигна;прийти;355000;1580000
притежател;владелец;85300;2130000
притежател;хозяин;85300;1920000
причина;причина;980000;4380000
причиня;доставить;644;1380000
причиня;причинить;644;1190000
причинявам;доставлять;624;1040000
причинявам;причинять;624;732000
приятел;друг;1610000;3650000
приятелка;подруга;235000;1890000
приятен;приятный;209000;1570000
проба;примерка;173000;487000
проблем;вопрос;1280000;9590000
проблем;проблема;1280000;6010000
проверя;проверить;70800;2600000
провинция;провинция;188000;1470000
програма;программа;2200000;7430000
програмирам;запрограммировать;4170;322000
програмирам;программировать;4170;504000
програмиране;программирование;1370000;2890000
продавам;продавать;1020000;1700000
продавач;продавец;198000;2470000
продажба;сбыт;1140000;1450000
продам;продать;39300;2230000
продължа;продлить;106000;1390000
продължава;продолжать;1190000;1640000
продължавам;длить;156000;45400
продължавам;продолжать;156000;1640000
продължителен;длительный;80500;1550000
проект;проект;1560000;9860000
прозорец;окно;617000;2950000
прозорче;окошко;28200;1800000
производство;производство;1350000;5410000
произнеса;произнести;14800;1180000
пролет;весна;543000;5170000
пролетен;весенний;98800;1580000
промишленост;промышленность;568000;2520000
промяна;изменение;1160000;5950000
промяна;перемена;1160000;1520000
пропаганда;пропаганда;95200;1490000
просвета;просвещение;431000;1330000
проспект;проспект;34700;2160000
прост;простой;189000;2720000
простуда;простуда;11200;1240000
простя;извинить;30100;524000
протакам;медлить;493;321000
против;против;1180000;6520000
противоположен;противоположный;12400;1370000
противоречие;противоречие;132000;1430000
професионален;профессиональный;510000;2390000
професия;профессия;995000;2260000
профилактичен;профилактический;16700;921000
прохладен;прохладный;656;838000
процедура;процедура;679000;2430000
процент;процент;353000;2250000
процес;процесс;1120000;4330000
прочета;прочесть;145000;1400000
прочета;прочитать;145000;1750000
прочут;знаменитый;38900;2000000
проявявам;проявлять;14600;1300000
пръв;первый;704000;7350000
пръст;земля;191000;2170000
пръст;палец;191000;2120000
психолог;психолог;89600;1770000
психология;психология;1150000;2170000
птица;птица;159000;2160000
публика;публика;291000;2100000
публикувам;опубликовать;71100;1340000
публикувам;публиковать;71100;1310000
пуловер;свитер;17700;1090000
пулс;пульс;36500;1370000
пункт;пункт;148000;2450000
пура;сигара;13300;1120000
пурпурен;багровый;15200;331000
пускам;заводить;137000;1150000
пусна;включить;561000;2000000
пуст;пустой;16200;1430000
пуша;курить;82000;1270000
пушен;копченый;4700;254000
пчеларство;пчеловодство;64600;560000
пшеница;пшеница;76800;1450000
пълен;полный;1170000;4080000
пълнеж;начинка;34100;1440000
пълнен;фаршированный;851;168000
пълнолетен;совершеннолетний;15600;182000
